H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_23_831.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_23_831.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_23_831.jpg,0,0,0,2.673627E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_23_909.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_23_909.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_23_909.jpg,0,0,0,2.367999E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_23_991.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_23_991.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_23_991.jpg,0,0,0,2.320051E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_071.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_071.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_071.jpg,0,0,0,2.428518E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_152.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_152.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_152.jpg,0,0,0,2.871985E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_232.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_232.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_232.jpg,0,0,0,2.330569E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_312.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_312.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_312.jpg,0,0,0,2.340908E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_394.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_394.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_394.jpg,0,0,0,2.361088E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_473.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_473.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_473.jpg,0,0,0,2.408005E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_552.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_552.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_552.jpg,0,0,0,2.457624E-05
H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\center_2021_06_01_22_25_24_634.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\left_2021_06_01_22_25_24_634.jpg,H:\Programming\Udacity\CarND-Behavioral-Cloning-P3\images\2\IMG\right_2021_06_01_22_25_24_634.jpg,0,0.1638123,0,0.1025579
